"Classificação","Código do
Insumo","Descrição do Insumo","Unidade","Origem de Preço","AC","AL","AM","AP","BA","CE","DF","ES","GO","MA","MG","MS","MT","PA","PB","PE","PI","PR","RJ","RN","RO","RR","RS","SC","SE","SP","TO"
"MATERIAL","41192","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 15,00 M, RESISTENCIA DE 2000 DAN, TIPO C-29","UN","CR","","9020.93","","","10586.33","","","11674.15","","","13053.82","11504.35","","13266.08","","","11886.41","","","","15521.32","","11005.54","","","8681.32",""
"MATERIAL","41193","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 15,00 M, RESISTENCIA DE 2500 DAN, TIPO C-29","UN","CR","","14739.91","","","17297.72","","","19075.18","","","21329.52","18797.72","","21676.34","","","19422.0","","","","25361.32","","17982.69","","","14184.99",""
"MATERIAL","41194","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 15,00 M, RESISTENCIA DE 3000 DAN, TIPO C-29","UN","CR","","17588.05","","","20640.1","","","22761.01","","","25450.95","22429.94","","25864.78","","","23174.84","","","","30261.8","","21457.42","","","16925.91",""
"MATERIAL","5044","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 9,00 M, RESISTENCIA DE 200 A 300 DAN, TIPO C-14","UN","CR","","946.42","","","1110.65","","","1224.78","","","1369.52","1206.96","","1391.79","","","1247.04","","","","1628.4","","1154.63","","","910.79",""
"MATERIAL","5059","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 9,00 M, RESISTENCIA DE 300 A 400 DAN, TIPO C-17","UN","CR","","1131.8","","","1328.2","","","1464.68","","","1637.78","1443.38","","1664.41","","","1491.31","","","","1947.36","","1380.79","","","1089.19",""
"MATERIAL","41201","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 10,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5","UN","CR","","2296.89","","","2695.47","","","2972.45","","","3323.74","2929.21","","3377.78","","","3026.49","","","","3952.0","","2802.21","","","2210.42",""
"MATERIAL","41199","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 10,00 M, RESISTENCIA DE 150 DAN, TIPO D","UN","CR","","738.08","","","866.16","","","955.16","","","1068.04","941.27","","1085.41","","","972.53","","","","1269.93","","900.46","","","710.29",""
"MATERIAL","5057","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 10,00 M, RESISTENCIA DE 300 A 400 DAN, TIPO B OU D","UN","CR","","999.22","","","1172.61","","","1293.11","","","1445.93","1274.3","","1469.44","","","1316.62","","","","1719.25","","1219.05","","","961.6",""
"MATERIAL","41200","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 10,00 M, RESISTENCIA DE 600 DAN, TIPO B","UN","CR","","1436.56","","","1685.84","","","1859.08","","","2078.79","1832.04","","2112.59","","","1892.88","","","","2471.73","","1752.6","","","1382.48",""
"MATERIAL","41205","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5","UN","CR","","2661.91","","","3123.83","","","3444.83","","","3851.95","3394.72","","3914.58","","","3507.46","","","","4580.06","","3247.53","","","2561.7",""
"MATERIAL","41202","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 150 DAN, TIPO D","UN","CR","","776.76","","","911.55","","","1005.22","","","1124.02","990.6","","1142.3","","","1023.5","","","","1336.49","","947.65","","","747.52",""
"MATERIAL","41206","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0","UN","CR","","3509.62","","","4118.64","","","4541.86","","","5078.62","4475.8","","5161.2","","","4624.44","","","","6038.61","","4281.73","","","3377.49",""
"MATERIAL","12372","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 200 DAN, TIPO D","UN","CR","","815.6","","","957.14","","","1055.49","","","1180.23","1040.14","","1199.42","","","1074.68","","","","1403.32","","995.04","","","784.9",""
"MATERIAL","41207","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 2000 DAN, TIPO B-4,5","UN","CR","","4724.64","","","5544.51","","","6114.24","","","6836.83","6025.31","","6948.0","","","6225.41","","","","8129.16","","5764.06","","","4546.77",""
"MATERIAL","41203","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 300 DAN, TIPO B","UN","CR","","1244.29","","","1460.21","","","1610.26","","","1800.56","1586.84","","1829.84","","","1639.54","","","","2140.91","","1518.03","","","1197.45",""
"MATERIAL","41204","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 600 DAN, TIPO B","UN","CR","","1759.11","","","2064.37","","","2276.5","","","2545.54","2243.38","","2586.93","","","2317.89","","","","3026.71","","2146.12","","","1692.88",""
"MATERIAL","41210","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5","UN","CR","","2938.55","","","3448.48","","","3802.83","","","4252.26","3747.52","","4321.4","","","3871.97","","","","5056.04","","3585.03","","","2827.92",""
"MATERIAL","41208","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 150 DAN, TIPO D","UN","CR","","1028.66","","","1207.17","","","1331.21","","","1488.54","1311.85","","1512.74","","","1355.41","","","","1769.91","","1254.97","","","989.94",""
"MATERIAL","41211","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0","UN","CR","","4140.37","","","4858.85","","","5358.13","","","5991.37","5280.19","","6088.79","","","5455.55","","","","7123.88","","5051.26","","","3984.5",""
"MATERIAL","13339","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 300 A 400 DAN, TIPO B OU D","UN","CR","","1394.09","","","1636.0","","","1804.11","","","2017.33","1777.87","","2050.13","","","1836.92","","","","2398.65","","1700.79","","","1341.6",""
"MATERIAL","41213","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 3000 DAN, TIPO B-6,0","UN","CR","","8581.98","","","10071.21","","","11106.1","","","12418.63","10944.55","","12620.56","","","11308.02","","","","14766.06","","10470.02","","","8258.9",""
"MATERIAL","41209","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 12,00 M, RESISTENCIA DE 600 DAN, TIPO B","UN","CR","","1918.09","","","2250.94","","","2482.24","","","2775.59","2446.13","","2820.72","","","2527.37","","","","3300.25","","2340.07","","","1845.88",""
"MATERIAL","41216","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5","UN","CR","","3592.84","","","4216.3","","","4649.56","","","5199.05","4581.93","","5283.59","","","4734.09","","","","6181.8","","4383.26","","","3457.58",""
"MATERIAL","41217","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0","UN","CR","","5760.6","","","6760.23","","","7454.89","","","8335.92","7346.46","","8471.47","","","7590.43","","","","9911.62","","7027.93","","","5543.73",""
"MATERIAL","41218","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 2000 DAN, TIPO B-4,5","UN","CR","","7725.13","","","9065.67","","","9997.23","","","11178.73","9851.82","","11360.49","","","10179.0","","","","13291.78","","9424.67","","","7434.31",""
"MATERIAL","41214","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 300 DAN, TIPO B","UN","CR","","1628.83","","","1911.48","","","2107.9","","","2357.01","2077.23","","2395.34","","","2146.22","","","","2802.54","","1987.17","","","1567.51",""
"MATERIAL","41215","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 13,00 M, RESISTENCIA DE 600 DAN, TIPO B","UN","CR","","2452.43","","","2877.99","","","3173.73","","","3548.81","3127.57","","3606.51","","","3231.43","","","","4219.62","","2991.96","","","2360.1",""
"MATERIAL","41221","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 15,00 M, RESISTENCIA DE 1500 DAN, TIPO B-3,0","UN","CR","","7101.04","","","8333.28","","","9189.58","","","10275.62","9055.91","","10442.7","","","9356.66","","","","12217.96","","8663.27","","","6833.7",""
"MATERIAL","41222","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 15,00 M, RESISTENCIA DE 2000 DAN, TIPO B-4,5","UN","CR","","10161.67","","","11925.02","","","13150.39","","","14704.53","12959.12","","14943.63","","","13389.49","","","","17484.05","","12397.24","","","9779.11",""
"MATERIAL","41195","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 8,00 M, RESISTENCIA DE 150 DAN, TIPO D","UN","CR","","522.28","","","612.91","","","675.89","","","755.77","666.06","","768.06","","","688.18","","","","898.63","","637.18","","","502.61",""
"MATERIAL","41198","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 1000 DAN, TIPO B-1,5","UN","CR","","2040.95","","","2395.11","","","2641.23","","","2953.37","2602.81","","3001.4","","","2689.25","","","","3511.63","","2489.96","","","1964.11",""
"MATERIAL","41196","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 150 DAN, TIPO D","UN","CR","","647.4","","","759.74","","","837.81","","","936.82","825.62","","952.05","","","853.04","","","","1113.9","","789.82","","","623.02",""
"MATERIAL","5033","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 300 A 400 DAN, TIPO B OU D","UN","C","","850.0","","","997.5","","","1100.0","","","1230.0","1084.0","","1250.0","","","1120.0","","","","1462.5","","1037.0","","","818.0",""
"MATERIAL","41197","POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 600 DAN, TIPO B","UN","CR","","1262.56","","","1481.66","","","1633.91","","","1827.01","1610.14","","1856.71","","","1663.61","","","","2172.36","","1540.33","","","1215.03",""
"MATERIAL","12388","POSTE DECORATIVO PARA JARDIM EM ACO TUBULAR, SEM LUMINARIA, H = *2,5* M","UN","CR","","","","","","","","","","","","","","","","","","","","","","","334.38","","","242.46",""
"MATERIAL","2731","POSTE ROLICO DE MADEIRA TRATADA, D = 20 A 25 CM, H = 12,00 M, EM EUCALIPTO OU EQUIVALENTE DA REGIAO","M","CR","","124.21","","136.08","124.21","","107.18","118.01","117.06","","90.05","165.29","130.09","","","128.94","","154.79","132.51","","135.35","","166.45","104.45","","110.65",""
"MATERIAL","41457","POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 10 METROS LIVRES","UN","CR","1557.02","","2075.24","","1697.33","","1246.2","1503.37","1772.56","1667.14","1425.9","1719.14","1852.15","1907.21","1049.41","","1499.83","","1457.38","1767.49","1823.38","","1622.46","1625.76","1838.82","1611.49","1509.26"
"MATERIAL","41458","POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 12 METROS LIVRES","UN","CR","2173.67","","2897.13","","2369.56","","1739.76","2098.77","2474.58","2327.42","1990.62","2400.01","2585.69","2662.56","1465.02","","2093.84","","2034.58","2467.5","2545.53","","2265.03","2269.64","2567.09","2249.72","2107.0"
"MATERIAL","41459","POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 15 METROS LIVRES","UN","CR","3032.1","","4041.28","","3305.35","","2426.83","2927.63","3451.85","3246.57","2776.77","3347.83","3606.84","3714.07","2043.6","","2920.74","","2838.08","3441.97","3550.81","","3159.54","3165.97","3580.89","3138.19","2939.11"
"MATERIAL","41461","POSTES METALICOS AUTOPORTANTES, CONICO OU TELESCOPICO, PARA SPDA, ALTURA 20 METROS LIVRES","UN","CR","4134.12","","5510.07","","4506.68","","3308.86","3991.67","4706.42","4426.53","3785.98","4564.59","4917.74","5063.95","2786.34","","3982.28","","3869.57","4692.95","4841.35","","4307.88","4316.64","4882.36","4278.76","4007.33"
"MATERIAL","44537","POZOLANA DE CLASSE C","T","CR","496.27","488.96","","471.43","339.93","408.6","455.36","319.48","354.54","435.88","313.63","348.21","408.6","403.25","437.82","384.74","543.51","323.38","373.05","375.49","442.21","381.82","340.42","327.27","471.92","338.47","497.24"
"MATERIAL","11844","PRANCHA APARELHADA *4 X 30* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO","M","CR","44.84","39.18","36.07","37.74","53.05","57.79","52.81","59.22","39.85","51.81","71.74","54.8","47.43","52.77","45.51","57.99","39.85","66.56","63.61","61.78","53.72","33.87","49.94","127.74","44.6","64.85","49.82"
"MATERIAL","4465","PRANCHA NAO APARELHADA *6 X 25* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA","M","CR","37.26","32.56","29.97","31.36","44.08","48.03","43.88","49.22","33.12","43.06","59.62","45.54","39.41","43.85","37.82","48.19","33.12","55.31","52.86","51.34","44.65","28.15","41.5","106.16","37.06","53.89","41.4"
"MATERIAL","35273","PRANCHA NAO APARELHADA *6 X 30* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA","M","CR","44.69","39.04","35.95","37.61","52.87","57.6","52.63","59.03","39.72","51.64","71.5","54.62","47.27","52.59","45.36","57.79","39.72","66.34","63.4","61.57","53.54","33.76","49.77","127.31","44.45","64.63","49.65"
"MATERIAL","4470","PRANCHA NAO APARELHADA *6 X 40* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA","M","CR","103.13","90.11","82.96","86.81","122.01","132.92","121.46","136.22","91.67","119.17","165.01","126.05","109.09","121.37","104.69","133.38","91.67","153.09","146.31","142.09","123.57","77.92","114.86","293.81","102.58","149.15","114.59"
"MATERIAL","20204","PRANCHAO APARELHADO *7,5 X 23* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO","M","CR","68.75","60.07","55.3","57.87","81.34","88.61","80.97","90.81","61.11","79.44","110.0","84.03","72.72","80.91","69.79","88.92","61.11","102.06","97.54","94.72","82.38","51.94","76.57","195.87","68.38","99.43","76.39"
"MATERIAL","20208","PRANCHAO APARELHADO *8 X 30* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO","M","CR","92.81","81.1","74.66","78.13","109.81","119.63","109.32","122.6","82.5","107.25","148.51","113.44","98.18","109.23","94.22","120.04","82.5","137.78","131.67","127.88","111.21","70.12","103.37","264.43","92.32","134.23","103.13"
"MATERIAL","4437","PRANCHAO NAO APARELHADO *7,5 X 23* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA","M","CR","77.34","67.58","62.22","65.11","91.51","99.69","91.1","102.16","68.75","89.38","123.75","94.53","81.81","91.03","78.51","100.03","68.75","114.82","109.73","106.56","92.68","58.44","86.14","220.35","76.93","111.86","85.94"
"MATERIAL","14580","PRANCHAO NAO APARELHADO *8 X 30* CM, EM MACARANDUBA/MASSARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA","M","CR","77.34","67.58","62.22","65.11","91.51","99.69","91.1","102.16","68.75","89.38","123.75","94.53","81.81","91.03","78.51","100.03","68.75","114.82","109.73","106.56","92.68","58.44","86.14","220.35","76.93","111.86","85.94"
"MATERIAL","5065","PREGO DE ACO POLIDO COM CABECA 10 X 10 (7/8 X 17)","KG","CR","35.66","45.98","38.6","31.81","31.04","26.99","36.84","40.21","38.6","38.66","33.2","37.54","38.66","32.37","40.63","33.71","38.7","28.83","37.15","42.47","35.25","34.83","25.85","30.28","31.64","21.77","33.86"
"MATERIAL","5072","PREGO DE ACO POLIDO COM CABECA 10 X 11 (1 X 17)","KG","CR","32.99","42.53","35.71","29.42","28.71","24.97","34.08","37.19","35.71","35.76","30.71","34.72","35.76","29.94","37.59","31.18","35.8","26.67","34.37","39.29","32.61","32.22","23.91","28.01","29.26","20.13","31.32"
"MATERIAL","5066","PREGO DE ACO POLIDO COM CABECA 12 X 12","KG","CR","24.7","31.85","26.74","22.03","21.5","18.7","25.52","27.85","26.74","26.78","23.0","26.0","26.78","22.42","28.15","23.35","26.81","19.97","25.73","29.42","24.42","24.12","17.9","20.97","21.91","15.08","23.45"
"MATERIAL","5063","PREGO DE ACO POLIDO COM CABECA 14 X 18 (1 1/2 X 14)","KG","CR","22.37","28.84","24.21","19.95","19.47","16.93","23.11","25.22","24.21","24.25","20.83","23.55","24.25","20.31","25.49","21.14","24.27","18.08","23.3","26.64","22.11","21.85","16.21","18.99","19.84","13.65","21.24"
"MATERIAL","20247","PREGO DE ACO POLIDO COM CABECA 15 X 15 (1 1/4 X 13)","KG","CR","20.76","26.76","22.47","18.52","18.06","15.71","21.44","23.4","22.47","22.5","19.33","21.85","22.5","18.84","23.65","19.62","22.53","16.78","21.62","24.72","20.52","20.27","15.05","17.63","18.41","12.67","19.71"
"MATERIAL","5074","PREGO DE ACO POLIDO COM CABECA 15 X 18 (1 1/2 X 13)","KG","CR","21.0","27.08","22.74","18.74","18.28","15.9","21.7","23.68","22.74","22.77","19.56","22.11","22.77","19.07","23.93","19.85","22.79","16.98","21.88","25.02","20.76","20.51","15.22","17.83","18.63","12.82","19.94"
"MATERIAL","5067","PREGO DE ACO POLIDO COM CABECA 16 X 24 (2 1/4 X 12)","KG","CR","19.98","25.76","21.63","17.82","17.39","15.12","20.64","22.53","21.63","21.66","18.6","21.03","21.66","18.14","22.77","18.88","21.68","16.15","20.81","23.8","19.75","19.51","14.48","16.97","17.72","12.19","18.97"
"MATERIAL","5078","PREGO DE ACO POLIDO COM CABECA 16 X 27 (2 1/2 X 12)","KG","CR","19.75","25.47","21.38","17.62","17.19","14.95","20.41","22.27","21.38","21.41","18.39","20.79","21.41","17.93","22.51","18.67","21.44","15.97","20.58","23.53","19.53","19.29","14.32","16.77","17.52","12.06","18.76"
"MATERIAL","5068","PREGO DE ACO POLIDO COM CABECA 17 X 21 (2 X 11)","KG","CR","18.75","24.17","20.29","16.72","16.32","14.19","19.37","21.14","20.29","20.32","17.46","19.73","20.32","17.02","21.36","17.72","20.34","15.16","19.53","22.33","18.53","18.31","13.59","15.92","16.63","11.44","17.8"
"MATERIAL","5073","PREGO DE ACO POLIDO COM CABECA 17 X 24 (2 1/4 X 11)","KG","CR","19.11","24.63","20.68","17.04","16.63","14.46","19.74","21.54","20.68","20.71","17.79","20.11","20.71","17.34","21.77","18.06","20.74","15.45","19.91","22.76","18.89","18.66","13.85","16.22","16.95","11.66","18.14"
"MATERIAL","5069","PREGO DE ACO POLIDO COM CABECA 17 X 27 (2 1/2 X 11)","KG","CR","19.11","24.63","20.68","17.04","16.63","14.46","19.74","21.54","20.68","20.71","17.79","20.11","20.71","17.34","21.77","18.06","20.74","15.45","19.91","22.76","18.89","18.66","13.85","16.22","16.95","11.66","18.14"
"MATERIAL","5070","PREGO DE ACO POLIDO COM CABECA 17 X 30 (2 3/4 X 11)","KG","CR","19.32","24.9","20.91","17.23","16.81","14.62","19.96","21.78","20.91","20.94","17.98","20.33","20.94","17.53","22.01","18.26","20.96","15.62","20.12","23.01","19.1","18.87","14.0","16.4","17.14","11.79","18.34"
"MATERIAL","5071","PREGO DE ACO POLIDO COM CABECA 18 X 24 (2 1/4 X 10)","KG","CR","18.75","24.17","20.29","16.72","16.32","14.19","19.37","21.14","20.29","20.32","17.46","19.73","20.32","17.02","21.36","17.72","20.34","15.16","19.53","22.33","18.53","18.31","13.59","15.92","16.63","11.44","17.8"
"MATERIAL","5061","PREGO DE ACO POLIDO COM CABECA 18 X 27 (2 1/2 X 10)","KG","C","18.43","23.76","19.95","16.44","16.04","13.95","19.04","20.78","19.95","19.98","17.16","19.4","19.98","16.73","21.0","17.42","20.0","14.9","19.2","21.95","18.22","18.0","13.36","15.65","16.35","11.25","17.5"
"MATERIAL","5075","PREGO DE ACO POLIDO COM CABECA 18 X 30 (2 3/4 X 10)","KG","CR","18.75","24.17","20.29","16.72","16.32","14.19","19.37","21.14","20.29","20.32","17.46","19.73","20.32","17.02","21.36","17.72","20.34","15.16","19.53","22.33","18.53","18.31","13.59","15.92","16.63","11.44","17.8"
"MATERIAL","5062","PREGO DE ACO POLIDO COM CABECA 19 X 33 (3 X 9)","KG","CR","18.99","24.49","20.56","16.94","16.53","14.38","19.62","21.42","20.56","20.59","17.68","19.99","20.59","17.24","21.64","17.95","20.61","15.35","19.79","22.62","18.78","18.55","13.77","16.13","16.85","11.59","18.04"
"MATERIAL","39027","PREGO DE ACO POLIDO COM CABECA 19 X 36 (3 1/4 X 9)","KG","CR","18.73","24.15","20.27","16.71","16.3","14.17","19.35","21.12","20.27","20.3","17.44","19.71","20.3","17.0","21.34","17.7","20.32","15.14","19.51","22.31","18.51","18.29","13.57","15.9","16.61","11.43","17.78"
"MATERIAL","40568","PREGO DE ACO POLIDO COM CABECA 22 X 48 (4 1/4 X 5)","KG","CR","18.89","24.35","20.44","16.85","16.44","14.29","19.51","21.3","20.44","20.48","17.58","19.88","20.48","17.14","21.52","17.85","20.5","15.27","19.68","22.49","18.67","18.45","13.69","16.04","16.75","11.53","17.93"
"MATERIAL","40304","PREGO DE ACO POLIDO COM CABECA DUPLA 17 X 27 (2 1/2 X 11)","KG","CR","23.14","29.83","25.05","20.64","20.14","17.51","23.9","26.09","25.05","25.08","21.54","24.36","25.08","21.0","26.37","21.87","25.11","18.71","24.11","27.56","22.87","22.6","16.77","19.65","20.53","14.12","21.97"
"MATERIAL","39026","PREGO DE ACO POLIDO SEM CABECA 15 X 15 (1 1/4 X 13)","KG","CR","21.08","27.18","22.82","18.8","18.35","15.95","21.78","23.77","22.82","22.85","19.63","22.19","22.85","19.13","24.02","19.92","22.88","17.04","21.96","25.11","20.84","20.59","15.28","17.9","18.7","12.87","20.02"
"MATERIAL","42431","PRESSAO DE PERNAS TRIPLO, EM TUBO DE ACO CARBONO, PINTURA NO PROCESSO ELETROSTATICO - EQUIPAMENTO DE GINASTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI","UN","CR","","","","","","","","","","","","","","","","","","","","","","","","","","3957.85",""
